distance,concept1,concept2,#lan,relation
7.458034515380859,saucer,plate,27,DistinctFrom,RelatedTo
7.460260391235352,tie,connect,32,RelatedTo
7.464346408843994,plain,field,84,RelatedTo
7.465747356414795,buy,cry,4,RelatedTo
7.470404624938965,meal,table,7,RelatedTo
7.47782564163208,stomach,womb,30,RelatedTo
7.478116512298584,woman,queen,2,RelatedTo
7.481662273406982,full,plate,4,RelatedTo
7.4822998046875,join,fix,2,RelatedTo
7.493836879730225,see,sea,3,EtymologicallyRelatedTo,EtymologicallyRelatedTo
7.493836879730225,see,sea,3,EtymologicallyRelatedTo,EtymologicallyRelatedTo
7.496160984039307,smoke,steam,6,DistinctFrom,RelatedTo
7.496160984039307,smoke,steam,6,DistinctFrom,RelatedTo
7.498046875,foot,footprint,13,DerivedFrom
7.498645305633545,skin,hand,2,RelatedTo
7.498738765716553,honey,beehive,3,RelatedTo
7.500343322753906,big,sun,2,RelatedTo
7.500763416290283,tree,three,3,Synonym
7.5032958984375,lend,debt,2,Antonym
7.507467746734619,female,wife,32,RelatedTo
7.508687496185303,fire,firewood,67,DerivedFrom,RelatedTo
7.508687496185303,fire,firewood,67,DerivedFrom,RelatedTo
