distance,concept1,concept2,#lan,relation
6.908169269561768,put,wear,4,RelatedTo
6.913937568664551,sky,above,29,RelatedTo
6.915345668792725,head,nose,2,PartOf,RelatedTo
6.915345668792725,head,nose,2,PartOf,RelatedTo
6.916049003601074,face,forehead,20,RelatedTo
6.916304111480713,swallow,eat,4,Antonym,HasLastSubevent,HasPrerequisite,HasSubevent,RelatedTo
6.916304111480713,swallow,eat,4,Antonym,HasLastSubevent,HasPrerequisite,HasSubevent,RelatedTo
6.916304111480713,swallow,eat,4,Antonym,HasLastSubevent,HasPrerequisite,HasSubevent,RelatedTo
6.916304111480713,swallow,eat,4,Antonym,HasLastSubevent,HasPrerequisite,HasSubevent,RelatedTo
6.916304111480713,swallow,eat,4,Antonym,HasLastSubevent,HasPrerequisite,HasSubevent,RelatedTo
6.917583465576172,sick,die,11,MotivatedByGoal
6.920166492462158,garbage,dirt,22,RelatedTo
6.922517776489258,tool,machine,2,RelatedTo
6.922842025756836,soft,gentle,23,RelatedTo
6.924376010894775,cook,boil,10,RelatedTo
6.924376010894775,cook,boil,50,RelatedTo
6.9262824058532715,murder,kill,64,HasPrerequisite,HasSubevent,RelatedTo
6.9262824058532715,murder,kill,64,HasPrerequisite,HasSubevent,RelatedTo
6.9262824058532715,murder,kill,64,HasPrerequisite,HasSubevent,RelatedTo
6.927001476287842,that,at,4,RelatedTo
6.930431842803955,fault,blame,39,RelatedTo
6.930532932281494,road,street,18,DistinctFrom,RelatedTo
6.930532932281494,road,street,18,DistinctFrom,RelatedTo
6.930832386016846,between,distance,3,RelatedTo
6.9317946434021,darkness,evening,6,RelatedTo
6.934027194976807,day,light,3,RelatedTo
6.934027194976807,light,day,2,HasProperty,RelatedTo
6.934027194976807,light,day,2,HasProperty,RelatedTo
6.934027194976807,light,day,23,HasProperty,RelatedTo
6.934027194976807,light,day,23,HasProperty,RelatedTo
6.935138702392578,good,gentle,2,RelatedTo
6.935563087463379,door,gate,16,RelatedTo
6.939521789550781,vine,grape,12,RelatedTo
6.941486358642578,business,shop,13,RelatedTo
6.946150779724121,dust,smoke,2,RelatedTo
6.946150779724121,dust,smoke,23,RelatedTo
6.946163177490234,bottle,glass,6,RelatedTo
6.946380615234375,mind,brain,23,RelatedTo
6.946775913238525,dust,cloud,3,RelatedTo
6.946804523468018,young,baby,5,RelatedTo
6.95181941986084,bag,pouch,18,RelatedTo
6.952485084533691,sour,sweet,2,Antonym,DistinctFrom
6.952485084533691,sour,sweet,2,Antonym,DistinctFrom
6.955420970916748,paint,color,68,RelatedTo
6.956010818481445,i,in,2,EtymologicallyRelatedTo,EtymologicallyRelatedTo,EtymologicallyRelatedTo,Synonym,Synonym,Synonym,Synonym
6.956010818481445,i,in,2,EtymologicallyRelatedTo,EtymologicallyRelatedTo,EtymologicallyRelatedTo,Synonym,Synonym,Synonym,Synonym
6.956010818481445,i,in,2,EtymologicallyRelatedTo,EtymologicallyRelatedTo,EtymologicallyRelatedTo,Synonym,Synonym,Synonym,Synonym
6.956010818481445,i,in,2,EtymologicallyRelatedTo,EtymologicallyRelatedTo,EtymologicallyRelatedTo,Synonym,Synonym,Synonym,Synonym
6.956010818481445,i,in,2,EtymologicallyRelatedTo,EtymologicallyRelatedTo,EtymologicallyRelatedTo,Synonym,Synonym,Synonym,Synonym
6.956010818481445,i,in,2,EtymologicallyRelatedTo,EtymologicallyRelatedTo,EtymologicallyRelatedTo,Synonym,Synonym,Synonym,Synonym
6.956010818481445,i,in,2,EtymologicallyRelatedTo,EtymologicallyRelatedTo,EtymologicallyRelatedTo,Synonym,Synonym,Synonym,Synonym
6.957006931304932,backward,back,37,RelatedTo
6.958253860473633,join,connect,20,RelatedTo
6.960821151733398,meal,soup,2,PartOf,RelatedTo
6.960821151733398,meal,soup,2,PartOf,RelatedTo
6.960892677307129,hot,heat,22,RelatedTo
6.961101531982422,sugar,honey,2,RelatedTo
6.964733600616455,bite,dog,2,CapableOf,RelatedTo
6.964733600616455,bite,dog,2,CapableOf,RelatedTo
6.967066764831543,fire,four,3,EtymologicallyRelatedTo,Synonym,Synonym
6.967066764831543,fire,four,3,EtymologicallyRelatedTo,Synonym,Synonym
6.967066764831543,fire,four,3,EtymologicallyRelatedTo,Synonym,Synonym
6.967443943023682,size,weight,2,RelatedTo
6.967803478240967,sweet,honey,5,RelatedTo
6.969854831695557,soft,smooth,20,RelatedTo
6.976741313934326,lend,pay,2,Antonym
6.981877326965332,wave,current,2,RelatedTo
6.98267126083374,old,grandfather,2,RelatedTo
6.9855170249938965,promise,oath,3,RelatedTo
6.986001014709473,side,wall,9,RelatedTo
6.988526821136475,fowl,bird,58,RelatedTo
6.990533351898193,lock,latch,19,RelatedTo
6.990748882293701,place,land,14,RelatedTo
6.992478847503662,ghost,spirit,25,IsA,RelatedTo
6.992478847503662,ghost,spirit,25,IsA,RelatedTo
6.992836952209473,dark,night,47,RelatedTo
6.994969844818115,goose,duck,10,Antonym,DistinctFrom,RelatedTo
6.994969844818115,goose,duck,10,Antonym,DistinctFrom,RelatedTo
6.994969844818115,goose,duck,10,Antonym,DistinctFrom,RelatedTo
6.996523380279541,country,state,6,AtLocation,RelatedTo
6.996523380279541,country,state,6,AtLocation,RelatedTo
7.008106708526611,float,sail,47,RelatedTo
7.008180141448975,rib,bone,5,RelatedTo
7.008258819580078,comb,brush,83,RelatedTo
7.009052753448486,small,we,2,IsA
7.01204252243042,paper,letter,11,MadeOf,RelatedTo
7.01204252243042,paper,letter,11,MadeOf,RelatedTo
7.014420986175537,corpse,grave,3,RelatedTo
7.015071392059326,bag,sack,13,RelatedTo
7.016444206237793,be,live,3,RelatedTo
7.020452976226807,cloud,smoke,29,RelatedTo
7.021876335144043,new,fresh,13,RelatedTo
7.022677898406982,good,god,3,EtymologicallyRelatedTo
7.024343967437744,place,house,3,IsA,RelatedTo
7.024343967437744,place,house,3,IsA,RelatedTo
7.026113033294678,flower,bloom,3,RelatedTo
7.028750896453857,circle,ring,14,RelatedTo
7.029693603515625,body,flesh,62,RelatedTo
7.033189296722412,town,people,3,AtLocation
7.03732967376709,show,point,2,RelatedTo
7.043846607208252,cough,sneeze,3,Antonym,DistinctFrom,RelatedTo
7.043846607208252,cough,sneeze,3,Antonym,DistinctFrom,RelatedTo
7.043846607208252,cough,sneeze,3,Antonym,DistinctFrom,RelatedTo
7.045894145965576,week,weak,2,EtymologicallyRelatedTo
7.048205375671387,burn,fire,3,CapableOf,RelatedTo
7.048205375671387,burn,fire,3,CapableOf,RelatedTo
7.048205375671387,fire,burn,10,RelatedTo
7.052891254425049,many,crowd,64,Antonym,RelatedTo
7.052891254425049,many,crowd,64,Antonym,RelatedTo
7.056209564208984,flame,burn,2,RelatedTo
7.059479236602783,heavy,load,5,RelatedTo
7.061105728149414,stand,foot,2,RelatedTo
7.0638628005981445,dust,ash,94,RelatedTo
7.06420373916626,hot,summer,2,RelatedTo
7.0645294189453125,sky,heaven,117,RelatedTo
7.0651535987854,flat,floor,4,HasProperty,RelatedTo
7.0651535987854,flat,floor,4,HasProperty,RelatedTo
7.0690412521362305,fire,smoke,2,Antonym,CreatedBy,DistinctFrom,HasSubevent,RelatedTo
7.0690412521362305,fire,smoke,2,Antonym,CreatedBy,DistinctFrom,HasSubevent,RelatedTo
7.0690412521362305,fire,smoke,2,Antonym,CreatedBy,DistinctFrom,HasSubevent,RelatedTo
7.0690412521362305,fire,smoke,2,Antonym,CreatedBy,DistinctFrom,HasSubevent,RelatedTo
7.0690412521362305,fire,smoke,2,Antonym,CreatedBy,DistinctFrom,HasSubevent,RelatedTo
7.070682525634766,place,field,3,RelatedTo
7.074143886566162,light,lamp,2,RelatedTo
7.075845718383789,wind,weather,4,RelatedTo
7.07671594619751,paddle,oar,151,RelatedTo
7.077613353729248,face,nose,4,AtLocation,RelatedTo,UsedFor
7.077613353729248,face,nose,4,AtLocation,RelatedTo,UsedFor
7.077613353729248,face,nose,4,AtLocation,RelatedTo,UsedFor
7.082558631896973,sing,dance,12,Antonym,RelatedTo
7.082558631896973,sing,dance,12,Antonym,RelatedTo
7.084834575653076,stone,rock,27,DistinctFrom,IsA,RelatedTo
7.084834575653076,stone,rock,27,DistinctFrom,IsA,RelatedTo
7.084834575653076,stone,rock,27,DistinctFrom,IsA,RelatedTo
7.084907531738281,small,house,2,RelatedTo
7.085800647735596,jump,dive,3,HasFirstSubevent,HasPrerequisite,HasSubevent,RelatedTo
7.085800647735596,jump,dive,3,HasFirstSubevent,HasPrerequisite,HasSubevent,RelatedTo
7.085800647735596,jump,dive,3,HasFirstSubevent,HasPrerequisite,HasSubevent,RelatedTo
7.085800647735596,jump,dive,3,HasFirstSubevent,HasPrerequisite,HasSubevent,RelatedTo
7.086329936981201,tree,oak,2,IsA,RelatedTo
7.086329936981201,tree,oak,2,IsA,RelatedTo
7.087733745574951,crowd,people,9,RelatedTo
7.088400363922119,separate,cut,4,RelatedTo
7.088917255401611,flame,fire,42,RelatedTo
7.089406490325928,do,cut,2,RelatedTo
7.090078353881836,anger,hate,7,RelatedTo
7.0910515785217285,blacksmith,forge,6,RelatedTo
7.093408584594727,wool,fur,28,RelatedTo
7.094106674194336,correct,truth,7,HasProperty
7.094330310821533,pain,wound,20,RelatedTo
7.094860553741455,fast,busy,2,RelatedTo
7.095115661621094,food,bread,7,RelatedTo
7.103449821472168,mouth,eye,2,Antonym,RelatedTo
7.103449821472168,mouth,eye,2,Antonym,RelatedTo
7.103641510009766,elevation,slope,2,RelatedTo
7.107255935668945,roll,twist,24,RelatedTo
7.108306884765625,low,bottom,10,RelatedTo
7.109688758850098,ground,land,2,RelatedTo
7.1112847328186035,food,grain,2,RelatedTo
7.111481189727783,give,feed,4,RelatedTo
7.111673831939697,family,house,24,RelatedTo,UsedFor
7.111673831939697,family,house,24,RelatedTo,UsedFor
7.112412929534912,tie,knot,12,RelatedTo
7.1124138832092285,claw,nail,4,RelatedTo
7.113100051879883,pregnant,womb,41,RelatedTo
7.114630699157715,clean,fresh,3,RelatedTo
7.114930629730225,snow,ice,36,RelatedTo
7.119409561157227,battle,army,5,RelatedTo
7.126498222351074,grain,rice,19,IsA,RelatedTo
7.126498222351074,grain,rice,19,IsA,RelatedTo
7.127094745635986,big,hill,7,RelatedTo
7.127213001251221,other,foreign,8,RelatedTo
7.130216598510742,hour,clock,119,RelatedTo
7.135265827178955,rise,lift,17,RelatedTo
7.139970302581787,good,fresh,2,RelatedTo
7.140830039978027,livestock,cow,2,RelatedTo
7.140994548797607,star,character,2,RelatedTo
7.1429924964904785,head,eye,4,PartOf,RelatedTo
7.1429924964904785,head,eye,4,PartOf,RelatedTo
7.143462657928467,light,morning,2,RelatedTo
7.1462225914001465,battle,attack,3,RelatedTo
7.146828651428223,lightning,bolt,121,RelatedTo
7.150400161743164,weigh,measure,59,RelatedTo
7.1517133712768555,meat,flesh,252,RelatedTo
7.152796745300293,ground,floor,12,RelatedTo
7.155336856842041,shirt,coat,11,RelatedTo
7.161649227142334,ash,smoke,4,RelatedTo
