concepts,colexifications
BRUSH,WHIRLPOOL,EXPENSIVE,WEEK,WET,SPEAK,MASTER,GRANDMOTHER,FEATHER,BAKE,FAT,WOOL,COTTON,SILK,FUR,DYE,ROOM,UNTIE,RUB,WASH,SWEEP,TIN,PAINT,RIVER,PEPPER,SUGAR,BROOM,BOTTLE,COMB,FOUR,SEVEN,ARROW,SKIRT,MATCH,SAW,HAIR,CLOG,HAIR,CART,COLOR,PAINTING,RING,OIL,BELT
EXPLAIN,LIFT,RUN,SEND,ROW,GIVE,DESTROY,LEND,BILL,SHARE,OPEN,MEASURE,SIMILAR,COUNT,SHOW,SMOOTH,WANT,CHOOSE,UNDERSTAND,IMITATE,LEARN,STUDY,TEACH,SAY,SPEAK,TELL,ANNOUNCE,PREACH,LAND,ADMIT,RULE,ANSWER,THINK,COMMAND,ACCUSE,SING,DAY,SICK,HAIR,LEAD,SPEECH,TEACHER,SHOOT,UNTIE,MIGHTY,BRASS,FINISH,ASK,ARRANGE,STIR,PREPARE,THAT,REPAIR,CURE,PIG,BOAR,SOW,STRETCH,SCOLD
DISAPPEAR,FOREST,SHADE,CHARCOAL,SINK,COME,LEAVE,MISPLACE,VOMIT,CEASE,HOLD,KEEP,HAVE,COUGH,FOLD,BEND,FORGET,FLY,WHISTLE,ARCH,BE,HIDE,FLEE,SNEEZE,MUSHROOM,CHOP,END,DIVE,FINISH,NOTHING,DEFEAT,SHIT,QUARREL,WEIGH,BEGET,WEAVE,BUILD,DO,BRAID,CARRY,SILENCE,SNIFF,DAMAGE,SET,SEPARATE,PASS,DIE,ACCUSTOM,RAINING,BEWITCH,DIE,CURE,WASH,BUY,POUND,CLOSE,FOOT,MISTAKE,NEED,COURT,FAMINE,SECRET,OBSCURE
SPINACH
CHEEK,FOREST,WALK,COVER,SIDE,EMPTY,LAST,SALTY,WANT,CHOOSE,HUSBAND,WIFE,DAUGHTER,GILL,HORN,JAW,MOUTH,THROAT,SHOULDER,ARMPIT,CHEST,LUNG,KIDNEY,BUTTOCKS,GRAVE,GRAIN,TOBACCO,PIPE,TIE,WASH,RAIN,YEAR,MONKEY,CROW,FISH,BEE,FLY,EGG,FLOWER,HAIR,FACE,TOOTH,NECK,HAND,NAVEL,BONE,HEART,GRANDFATHER,SUGAR,FIREWOOD,BED,GHOST,CHEW,RED,ONE,FIVE,BOW,BRANCH,CHIN,TONGS,COUNTRY,SHIRT,GOURD,SWAMP,LIP,NETTLE,HONEY,TEMPLES,ULCER,FRIEND,SLOPE,BREAD,WELL,TRAP,DRAW,THIRST,WAR,KNOCK,CRUSH,RAINING,SAILCLOTH
HANG,SINK,CLIMB,STAND,STINKING,SPEECH,MOUTH,BAKE,BUILD,STAR,BRIDGE,STRENGTH,SIX,DRAW,RAIN,SCOLD,LOOSE,THINK,PASS,STRIKE,HALT,LADLE
GRIND,DUST,MOUNTAIN,THUNDER,ASH,BURN,ROLL,TWIST,FALL,SHAKE,KNEEL,CROUCH,WALK,COME,LEAVE,ARRIVE,CARRY,PUSH,HAVE,SEIZE,HOLD,GET,GIVE,DESTROY,MISPLACE,MONEY,BORROW,BUY,SELL,MARKET,SIT,JOIN,SEPARATE,DIVIDE,HIGH,LOW,MEASURE,LINE,CHANGE,ALL,FULL,PAIR,NEW,EARLY,CEASE,DAWN,TASTE,HEAR,LOOK,PINCH,SHARP,DRY,HOT,LAUGH,WANT,TRUE,KNOW,IMITATE,CAUSE,TRY,SPEAK,STUTTER,SAY,ASK,DENY,MEET,FIGHT,HORN,CLAW,THIGH,COUGH,PISS,BRUISE,PUS,DRUNK,COOKED,SUCK,BREAKFAST,PEEL,KNEAD,BUDDHA,FEED,MILL,WRITE,RED,VEIN,SHARPEN,AXE,MELT,GOAT,URINE,SHRINK,HAT,TILE,THRESH,PRESS,CUT,CHOP,CARVE,POUND,PAINTING,SQUEEZE,STRIKE,MOON,MONTH,CLOUD,FOG,SEAGULL,FINGERNAIL,DITCH,DO,BIRD,CHEW,FISHHOOK,HEART,WATER,SPLIT,PUMPKIN,PESTLE,BURNING,SAP,SOUP,BELOW,DOWN,TRAP,SISTER,KILL,PLOUGH,BREAK,SIEVE,FOLD,TEMPLE,READ,SILVER,CART,SEW,COIN,SLEEP,RUB,EAR,DANCE,BORE,HEAVY,ITCHY,SWELL,NOT,MONKEY,HAIR,OLD,TALL,FUR,HORSE,WASH,DOG,KNOW,DIG,FLAG,SIGN,TIGER,LADLE,TREE,BROOM,TEN,LAY,SWEET,CHICKEN,SWINDLE,FALSE,BODY,HUNDRED,STRIKE,THREE,WEAVE,CRUSH,REED,COOK,SACRIFICE,DIMINISH,FAT,DRINK,LIE,PULL,POUR,DIE,TRAVERSE,RESEMBLE,RIPEN,DRAW,ABUSE,DONATE,ROAST,FAN,SCATTER,BEND,SWEEP,KNOCK,FORGE,TUMBLE,CHIEFTAIN,SHIVER,STEAL,SPINE,DO,SWALLOW,CRAWL,TEAR,BELLY,STOMACH,SMOKE,MOLD
THATCH,CLIMB,JOIN,NEAR,HURRY,TOUCH,SHARP,LAUGH,SMILE,SON-IN-LAW,BLOOD,FEATHER,WOOL,SEW,DYE,HUT,GARDEN-HOUSE,ROOM,BARK,SUN,DOG,WING,GRASS,LEAF,FOOT,HOUSE,ANGRY,ONE,LIP,DEER,GLUE,NO,ROOF,HAY,COOKHOUSE,SON-IN-LAW,PASTURE,FEMALE,THATCH,HEAR,PERSON,LIVER,BATHE,WASH,MOON,STONE,BIRD,SMOKE,RIDGEPOLE
WATERMELON
GO,MOVE,FALL,DRIP,THROW,FLOW,FLOAT,SAIL,WALK,RUN,SHOE,SPROUT,SPROUT,HAND,MUROID,COME,LEAVE,DO,CORPSE,FIRE,FLY,BUY,THOU,TAKE,DRIVE,DANCE,FOREHEAD,TOOTH,LAST,RIDE,FORGE,BRING,ROW,IF,ENTER,DANGER,FURROW,DRIVE,CLIMB,PUT,PAIN,THROAT,GREEN,DO,GIVE,DOOR,ARRIVE,TAX,BE,BECAUSE,DAY,SHARP,WORD,SLOW,THING,HURRY,BITE,BEGIN,SAY,HOLY,FLUTE,TIE,ROAD,READY,PLANT,EAGLE,BLOOD,OR,STRETCH,DRINK,BONE,SEIZE,BORE,BURNING,GOURD,RETREAT,SPIN,BORROW,LIZARD,CAUSE,BUILD,FEMALE,FEMALE,WOMAN,CLUB,THEY,YOU,WHICH,WE,FLESH,MEAT,LET,BREAK,WEIGH,IMITATE,MEASURE,TRY,SEASON,WEATHER,CLEAR,YES,ISLAND,TIRED,MALE,MALE,HE,INSIDE,CHIN,FOOD,COOK,DWELL,LEAD,END,DEFEAT,WORM,QUEEN,NINE,SWEEP,KNEAD,HELP,FOLLOW,FINGER,EAT,CRAWL,WHO,LOVE,MAN,CARRY,CORRECT,MONKEY,PULL,SAUCE,CUT,NAME,BREAST,CHEST,BANANA,TURN,BITTER,BACK,WHAT,AT,CUT,LEG,OPEN,BROTHER,RIGHT,DAY,SING,SUN,OWN,PEEL,MOVE,STEP,BECOME,PASS,WALK,STRIKE,ELBOW,GOOD,BARKING,CUCKOO,KNOW,RAISE,HERD,PATH,EXCHANGE,CATCH,NEEDLE,STOMACH,HEAVY,CHICKEN,DRUNK,SLEEP,BOAT,SMOKE,SIT,BE,EIGHT,SNOW,BUD,CLIFF,FEATHER,SUNNY,MOON,MONTH,WAIT,ALL,FOUR,TRAVERSE,NIGHT,PRESS,WATER,IRON,LOUSE,SADDLE,EYE,WIDE,LIVER,MOTHER,NARROW,MORNING,MY,STONE,HEAD,BRANCH,SCRAPE,CENTIPEDE,SKIN,VILLAGE,FISH,CHILD,SEE,TOMORROW,GROUND,THIS,BIG,FAT,ROAST,MALE,BIRD,FAMILY,HIS,PIG,FLEE,PREACH,PIPE,NOT,NO,AUNT,PROSTITUTE,ACCOMPANY,WANT,CHILD,ASK
WINTER,MOUNTAIN,TIDE,BRING,SIT,REMAIN,EDGE,EAST,EMPTY,TIME,AGE,MIDDAY,HARD,OR,HOW,RAM,PUS,FAT,SAP,WIND,RAIN,SNOW,YEAR,HORSE,SHEEP,SALT,MEAT,DRINK,FAT,COLD,TWO,FOUR,SIX,THIS,GRAPE,NAIL,NO,COLD,WAIT,POST,DESCENDANTS,STORM,AUTUMN,AUTUMN,SHORT,SUMMER,RUST,COLD,VEHICLE,SPRINGTIME,BELL,OPEN
MAINLAND,EARTH,FOREST,PLACE,STAND,TIME,DRY,KISS,HEN,SOUP,ADOBE,DITCH,CLAY,RIVER,LAKE,GROUND,BLACK,COUNTRY,COAL,CHILD,BOY,ISLAND,BRICK,FLOOR,PASTURE,WORLD,LAND,NET,AREA,SPACE,COAST,LENGTH,FRINGE
MAT,ASH,RUN,COME,EDGE,SMALL,FLAT,SIMILAR,FULL,FIRST,STINKING,SOUR,LAUGH,GRANDSON,GRANDDAUGHTER,OATH,RIB,GRAVE,ROTTEN,SUCK,FELT,DWELL,HUT,PILLOW,BOARD,BARLEY,OAT,BRANCH,TIN,TREAD,BAMBOO,DOG,SAILCLOTH,MATTRESS,BED,RUG,CROW,SISTER,SIBLING,MOTHER,BLANKET,NO,RAFTER,BELT,WOOD,BASKET,HOUSE,SCALE,FENCE,ANIMAL,SHIRT,UNRIPE,WING,BURNING,BOW,PESTLE,THIS,HERE,NOSE,GRANDPARENTS,HAWK,INTESTINES,BETELNUT,NEST,MARROW,CHICKEN,POST,OTTER,DIE,DEAD
MAY,GIRL,DAUGHTER,FAT,NOSE,HAND,BUTTER,OIL,CUCKOO
MONEY,JUMP,RIDE,HOLD,THING,TEN,AGAIN,PERSON,LISTEN,DUNG,SPICY,FILL,PAPER,LETTER,SHY,FIREWOOD,SILVER,COIN,SCALE,TIN,IRON,BRONZE,BRACELET,LIVESTOCK,TAX,BEFORE,INTENTION,PRICE,GOLD,BRIGHT,SWEAT,BUILD,DO,SHELL,ROOM,HOLE,FENCE,BEARD,WALL,BOOK,JEWEL,WAGES,CATTLE,ANIMAL,BUY,PAY,KNOT,BEER,HEAR,GRIND,MILL,LOUSE,SOUTH,DOOR,FLOOR,BALD,SOUR,AMBUSH,SHELF,BEVERAGE,OIL,OINTMENT,EARN,THOU,AND,SALT,FOOD,MOON,SHEEP,FIRE,ROAST,GREEN,HORN,GRASP,DEAF,FINISH,HOT,HUNDRED,SUMMER,IF,KNIT,THOUSAND,WEALTH,BELLY,NOW,SNOW,SOFT,TOMORROW,MEET,WHITE,POUR,WAIST,SELF,HE,FEED,CITY,SEEDLING,OPEN,I,WANT,COPPER,RUST,BLOW,STONE,HAIR,DIVE,ELF,BOOTY,DRY
TELEPHONE,ROPE
PERSON,MOUNTAIN,PLAIN,VALLEY,PUSH,CANOE,THING,MISPLACE,PLACE,PUT,STAND,GROW,SMALL,NARROW,SHALLOW,ALL,SOME,ONLY,AGE,NEW,SOUR,HEAR,HARD,HOT,SOUL,CHOOSE,BAD,BEAUTIFUL,PUPIL,FORGET,BETRAY,DIFFICULT,WHAT,WHICH,WHO,SAY,NAME,PEOPLE,CITIZEN,SLAVE,SERVANT,CUSTOM,SEA,MAN,TURTLE,RABBIT,ROTTEN,GECKO,DO,CAULIFLOWER,CABBAGE,THAT,COCONUT,HE,SHE,BOAT,THEY,CANDLE,DIG,STAB,CHILD,CORPSE,HEAVY,AUTONYM,PERSON,HE,BODY,COTTON,HEAD,WOMAN,FISH,SPIN,TREE,WIFE,FIRE,BLOOD,MOTHER,DRINK,HUSBAND,CHILD,CHILD,STABLE,CLAN,MALE,MALE,PRISONER,CHIEFTAIN,THOU,PHYSICIAN,FAMILY,DOG,MEDICINE,RELATIVES,WE,WE,WE,BE,MIX,STRIKE,FATHER,FACE,SHORE,FREEMAN,COLD,NINE,FARM,WATER,FAR,MOON,YOU,THATCH,FOAM,DAY,PIG,TOOTH,AUNT,KIND,SPIDER,HAIR,TARO,SPEAR,EYE,MILLET,NOT,BEAR,SWEET,HUNDRED,SOMEONE,TEN,DENSE,YELLOW,SHARPEN,BLOW,OWE,COOKED,SHAVE,WIPE,DAUGHTER,CLOSE,PHEASANT,SCYTHE,SALT,MALE,LEAF,BOY,MOSQUITO,SUN,MOUTH,GROUND,SUCK,NOSE,HE,EAT,DANCE,ITCH,FAT,DRIP,ARRIVE,MONEY,RICH,SIT,SLOW,SOFT,SHARP,LOVE,KNOW,SPEAK,SON,WEAVE,LAKE,MONTH,BAMBOO,BUCKWHEAT,HOUSE,CLOTHES,STRENGTH,SWELL,ONE,CHICKEN,AXE,EGG,STONE,GONG,SILVER,WIN,HIT,ANIMAL,BOWL,SICKLE,FATHOM,TRANSIT,KNIFE,GRAIN,CLIFF,LEOPARD,TUMBLE,BOW,NEEDLE,ARROW,KILL,BARN,GARLIC
NEAR,EARTH,FALL,APPROACH,ENTER,CARRY,TAKE,GET,STINGY,PAY,TAX,BUY,SELL,PRICE,SIT,JOIN,OPEN,SHUT,LOW,POINTED,EDGE,SIDE,BAD,LONG,TAIL,PAIR,PULL,SHORT,FAST,HEAD,AGAIN,SPEAK,THIS,WIND,ACCOMPANY,STOMACH,FEW,AT,WHERE,GOAT,GRASS,BESIDE,DRY,SEE,LAW,NEIGHBOUR,FENCE,PLOUGH,RED,EYEBROW,LIZARD,GLUE,TOUCH,THATCH,WOOL,SHALLOW,NARROW,WRITE,BE,DOUGH,DARK,HALF,HELP,SOON,GARDEN,WAGES,TORCH,CATCH,SUN,JAW,NOSE,DOUBT,WHITE,TOOTH,IF,CAPE,ITCH,SWELLING,CHICKEN,SNEEZE,REMEMBER,BEHIND,SPADE,SHOVEL,RAKE,HEAR,HAIR,AND,ONE,ONLY,NOBLE,FATHOM,LOUSE,FISHHOOK,BRONZE,HEAVY,NAME,SILENCE,FIRE,YEAR,DAY,UNCLE,JUICE,POT,I,EAR,SICK,FISH,FIVE,EASY,BOAT,DISTANCE,TIE,CONNECT,RIGHT,GAP,TWO,HATE,FATHER,MANY,SMALL,LISTEN,ROTTEN,HIT,ONION,DEITY,PAIR,GOLD,HUSBAND,MAN,OTTER,IRON,NEPHEW,EAT,DAUGHTER,SON,NIECE,FEED,BLACK,BUD,GHOST,YOU,EARLY,TREAD,TIGHT,CLOSE,BORDER,COUGH,FOREHEAD,STINKING,LIVER,ROPE,COCONUT,WET,TODAY,EAGLE,AFTER,WITH,FAR,TENDON,BOVINE,DEEP,LIGHT,THOU
MAD,ROUGH,FOREST,FLAME,SHARP,LIE,DECEIT,STUPID,FORGET,OBSCURE,BRAIN,SHOULDER,TOE,SICK,MUTE,DRUNK,WIND,FIRE,FINGER,BREAK,LIGHT,HUNDRED,WOOD,COLD,TEACHER
ALTAR,JUMP,WIDE,STABLE,CLOAK,BED,SHIRT,COAT,LAND,STATUE
CIRCUMCISION
MAN,FLAME,GO,COME,ARRIVE,HOLD,SHUT,NEAR,MEASURE,FULL,FIRST,SECOND,NEW,OLD,HEAR,SOUND,DARE,BRAVE,CHOOSE,HOPE,BEAUTIFUL,KNOW,STUPID,PUPIL,SECRET,BETRAY,WHAT,WHEN,WHERE,VOICE,NAME,PEOPLE,PERSON,MALE,GIRL,HUSBAND,SON,FATHER-IN-LAW,I,THOU,HORN,MOUTH,NAPE,LEG,BREAST,PENIS,BITE,BAKE,BUNCH,FAT,SEED,VINE,TOBACCO,STRIKE,RUB,SUN,MOON,STAR,RAIN,WATER,RIVER,MONTH,PIG,BIRD,FROG,FISH,SNAKE,SPIDER,EGG,TAIL,TREE,TARO,BEAN,GRASS,EYE,TOOTH,FINGERNAIL,FAECES,URINE,WOMAN,FATHER,HOUSE,EARRING,MEAT,SUGAR,DANCE,EAT,BE,MARRY,DIE,SPROUT,BLACK,ONE,THREE,NINE,PERSON,HE,AXE,CHILD,KILL,LEOPARD,SHIRT,FREEMAN,MALE,FLESH,MALE,HAY,UNCLE,MAGICIAN,BRASS,BOY,HIDE,BEFORE,CHIEFTAIN,OLD,BROTHER,FRIEND,EMERGE,SWAN,SPADE,WAIT,ITCHY,CHILD,BETELNUT,RAINING,FOOT
BEG,CLIMB,BUY,WANT,ASK,OLD,ASK,SONG
BED,MOUNTAIN,LIGHT,SHADE,WALK,RUN,RIDE,GIVE,PLACE,LONG,SHALLOW,STRAIGHT,TASTE,SOUR,HARD,WET,LEARN,STUDY,VILLAGE,MARRY,MARRIAGE,BRAIN,LEG,VOMIT,SHIT,CORPSE,RAW,BOWL,BRAID,SHELF,TROUGH,PULL,POUR,MAT,DOG,WOLF,BIRD,EGG,TOOTH,FOOT,KNEE,INTESTINES,BRIDGE,SALT,TEA,TABLE,HIDE,HEAVY,SHAMAN,BUSY,BOTTOM,SLEEP,BLANKET,FLOOR,NEST,HE,CHEEK,DRIVE,GOD,CHAIR,RAFT,ISLAND,HIDE,ACORN,SCRATCH,RAT,MOUSE,IRON,OTHER,ELEVATION,COPPER,NINE,DRUM,POTTER,ALTAR,MATTRESS
BEE,DAMAGE,GATHER,SEPARATE,BIG,TALL,WIDE,SHALLOW,HOOK,ENOUGH,DAWN,BRIGHT,DARK,SOFT,SOUL,PAIN,WHY,CUSTOM,QUARREL,HUSBAND,NIECE,I,INSECT,COCKROACH,BEESWAX,LIVER,POISON,BUNCH,TORCH,BARLEY,ADZE,PULL,MOON,MOUNTAIN,FIRE,MONKEY,CHICKEN,FISH,HYENA,HONEY,FRAGRANT,SUGAR,WASP,MEAD,SAW,STEAM,LEAF,ROOT,SALT,CANDLE,BEEHIVE,AFTER,ASK,ANT,FLY,CHEEK,GRANDFATHER,GINGER,BODY,IRON,FLOWER,COLORFUL,SMALLPOX,WRITE,THIN,TAIL,BREAD,VEIN,ROAST,POUND,SMOKE,DO,DRUM,BELLY
COUSIN,FLAT,SIMILAR,AND,NEIGHBOUR,GIRL,HUSBAND,GRANDSON,GRANDDAUGHTER,AUNT,NEPHEW,NIECE,FATHER-IN-LAW,SON-IN-LAW,STEPMOTHER,RELATIVES,BOAR,STOMACH,GRANDFATHER,FATHER,FAMILY,EAT,FAR,DUCK,UNCLE,FATHER-IN-LAW,DAUGHTER-IN-LAW,SON-IN-LAW,BROTHER,SISTER,SUMMER,FRIEND,SIBLING,GRANDPARENTS
SLAVE,PRECIPICE,ASH,CLIMB,SEND,ROAD,THING,PLACE,HEAR,WHO,LANGUAGE,ANSWER,CITIZEN,SERVANT,WHEAT,BOARD,FIREPLACE,BROOM,FLOWER,LAKE,CLOTH,PRISONER,TEN,ANIMAL,LIVESTOCK,PERSON,COMMAND,HUNT,FARMER,BATTLE,HEAD,MUROID,HAND,ARM,WINDOW,PROSTITUTE,CLAY,MOUTH,YAM,SKIN,MANGO,BAMBOO,NEEDLE,BITE,ITCHY,LIVER,GOVERN,STONE,SQUARE,FATHER,OLD,CHILD,WE,WE
DARKNESS,EARTH,FOREST,NIGHT,ONE,NORTH,READY,DARK,OBSCURE,FOG,EVENING,HARD,SAW,THINK,DIRTY,CIRCLE,BLACK,BLUE,GRIEF,THIGH,SMALL,SON,NECK,CAST,AXE,TOOTH,SKY,CRY,HE,AIR,BREATH,SOUL,BLIND,FART,EXTINGUISH,KILL,CORNER,KNIFE,KNIFE,PLANT,DIVE,WHY,SHADE,RIPE,BIRD,NAME,SHOVEL,WET,SOFT,STORM,MANY,BRAIN,FILL,DIRT,HIT,THROW,SLAP,HOUR,SEED,TAIL,CLIMB,SEE,DIG,COUNT,FIELD,EAR,VOICE,SPIT,BURY,ROTTEN,FISH,HANDLE,ARRIVE,SQUEEZE,SUCK,FIRE,KIDNEY,WHICH
BEDBUG,COME,WANT,LOUSE,SUN,WIND,PIG,NECK,DEER
